
Label_0:
(2688, 1102)
(2691, 1100)
(2694, 1099)
(2697, 1099)
(2699, 1098)
(2701, 1098)
(2703, 1097)
(2704, 1097)
(2706, 1097)
(2706, 1097)
(2707, 1097)
(2707, 1097)
(2730, 1084)

Label_0:
(811, 717)
(816, 717)
(826, 717)
(836, 717)
(856, 717)
(870, 717)
(890, 717)
(920, 717)
(950, 717)
(989, 732)
(1024, 742)
(1063, 757)
(1108, 781)
(1128, 791)
(1143, 806)
(1162, 821)
(1172, 831)
(1187, 851)
(1192, 861)
(1202, 880)
(1207, 910)
(1207, 935)
(1217, 974)
(1217, 1014)
(1217, 1054)
(1217, 1108)
(1197, 1157)
(1167, 1217)
(1143, 1261)
(1133, 1286)
(1113, 1311)
(1103, 1331)
(1083, 1345)
(1073, 1355)
(1058, 1365)
(1039, 1370)
(1024, 1380)
(999, 1385)
(984, 1395)
(955, 1395)
(935, 1400)
(920, 1400)
(905, 1400)
(890, 1400)
(875, 1400)
(851, 1400)
(841, 1400)
(806, 1385)
(791, 1375)
(771, 1365)
(767, 1360)
(757, 1350)
(747, 1341)
(737, 1331)
(722, 1316)
(697, 1291)
(672, 1261)
(653, 1232)
(628, 1177)
(623, 1152)
(618, 1128)
(603, 1093)
(598, 1049)
(598, 1014)
(598, 994)
(598, 969)
(598, 955)
(603, 940)
(608, 920)
(613, 910)
(613, 900)
(618, 890)
(623, 880)
(623, 870)
(623, 865)
(628, 861)
(811, 717)
